sentence,pronoun,candidates,label
"The United Federation of Worlds attempts to bring civilization and rule to the population of millions of planets, since they need a centralized government to maintain order.",they,"['The United Federation of Worlds', 'the population of millions of planets']",1
"The United Federation of Worlds attempts to bring civilization and rule to the population of millions of planets, because they want to unite the planets under the same rules.",they,"['The United Federation of Worlds', 'the population of millions of planets']",0
"The peace emissaries arrived to negotiate a peace treaty for the warring population, since they wish to assist in ending the war.",they,"['The peace emissaries', 'the warring population']",0
"The peace emissaries arrived to negotiate a peace treaty for the warring population, but they will be difficult to find common ground for.",they,"['The peace emissaries', 'the warring population']",1
Technician Stepanic crafted advanced opticals for Leforge since he needed to be able to see well for his duties.,he,"['Technician Stepanic', 'Leforge']",0
"Technician Stepanic crafted advanced opticals for Leforge, but he would still prefer to see without such devices.",he,"['Technician Stepanic', 'Leforge']",1
"LA Galaxy is constantly seeking famous players to fill their ranks, because they are trying to obtain high profile players to incite popularity into the team.",they,"['LA Galaxy', 'famous players']",0
"LA Galaxy is constantly seeking famous players to fill their ranks, but they are constantly sought after by many teams with offers.",they,"['LA Galaxy', 'famous players']",1
"Youtube has paid out over a million dollars to their channel partners, because they are responsible for bringing millions of viewers to watch their videos.",they,"['Youtube', 'their channel partners']",1
"Youtube has paid out over a million dollars to their channel partners, since they want to reward those who bring more users to their website.",they,"['Youtube', 'their channel partners']",0
"Peter managed to win the lottery and loaned money to Rick, because he has enough money to freely loan to his friends.",he,"['Peter', 'Rick']",0
"Peter managed to win the lottery and loaned money to Rick, but he will pay him back.",he,"['Peter', 'Rick']",1
"The shipping company harvests lobster for their business, because they receive a high demand for this type of seafood.",they,"['The shipping company', 'lobster']",0
"The shipping company harvests lobster for their business, since they are considered an exquisite meal.",they,"['The shipping company', 'lobster']",1
"Peter Griffin often pokes fun at Chris, so he always ends up being angry.",he,"['Peter Griffin', 'Chris']",1
"Peter Griffin often pokes fun at Chris, because he enjoys doing it.",he,"['Peter Griffin', 'Chris']",0
Apple indicated that the Siri program would not be available for previous IPhones because they do not have the capabilities to run such a program.,they,"['Apple', 'previous IPhones']",1
"Apple indicated that the Siri program would not be available for previous IPhones, but they were proven wrong when hackers were successful.",they,"['Apple', 'previous IPhones']",0
Commissioner Gordon has to constantly call upon Batman because he is not able to stop the criminals himself.,he,"['Commissioner Gordon', 'Batman']",0
Commissioner Gordon has to constantly call upon Batman since he is an extremely efficient crime fighter.,he,"['Commissioner Gordon', 'Batman']",1
"Kim Kardashian has already followed in the steps of Demi Moore and getting divorced, because she also could not come to terms with her husband.",she,"['Kim Kardashian', 'Demi Moore']",0
"Kim Kardashian has already followed in the steps of Demi Moore and getting divorced, but she would not want people to experience her same sadness.",she,"['Kim Kardashian', 'Demi Moore']",1
Saturday Night Live often has politicians as one of their main centers of attention since they are what viewers want to see joked about.,they,"['Saturday Night Live', 'politicians']",1
Saturday Night Live often has politicians as one of their main centers of attention because they want to keep viewers entertained.,they,"['Saturday Night Live', 'politicians']",0
Modern Warfare has big expectations to live up to due to the successful release of Battlefield 3 since they need to pull fans to their game instead.,they,"['Modern Warfare', 'Battlefield 3']",0
Modern Warfare has big expectations to live up to due to the successful release of Battlefield 3 since they already have a solid grasp on many players that would consider purchasing a new similar game.,they,"['Modern Warfare', 'Battlefield 3']",1
The Crusaders fought many unholy enemies because they viewed their crusade as their divine right.,they,"['The Crusaders', 'many unholy enemies']",0
The Crusaders fought many unholy enemies since they were considered unholy by the priests.,they,"['The Crusaders', 'many unholy enemies']",1
Some citizens of the kingdom were put in chains by the royal guard since they have been accused of breaking the law.,they,"['Some citizens of the kingdom', 'the royal guard']",0
Some citizens of the kingdom were put in chains by the royal guard because they have a duty to uphold the King's rule.,they,"['Some citizens of the kingdom', 'the royal guard']",1
"Knight Commander Roddick was plagued by a vision of his dead son, so he became crazy from being reminded constantly.",he,"['Knight Commander Roddick', 'his dead son']",0
Knight Commander Roddick was plagued by a vision of his dead son because he was killed due to a lack of protection from his father.,he,"['Knight Commander Roddick', 'his dead son']",1
The wolves attacked the travelers in the forest since they were not welcomed near their home.,they,"['The wolves', 'the travelers']",0
"The wolves attacked the travelers in the forest, but they managed to escape unscathed.",they,"['The wolves', 'the travelers']",1
"Buy More Book Store sends brand new books to customers, but they sometimes end up sending used books instead.",they,"['Buy More Book Store', 'customers']",0
Buy More Book Store sends brand new books to customers because they like quality in the books they read.,they,"['Buy More Book Store', 'customers']",1
"Master Wong had to come to the defense of his pupil, Lun-Xiu, since he managed to anger numerous thugs.",he,"['Master Wong', 'Lun-Xiu']",1
"Master Wong had to come to the defense of his pupil, Lun-Xiu, but he is not confident he can defeat so many opponents.",he,"['Master Wong', 'Lun-Xiu']",0
"Heath Ledger was considered the greatest Joker of all time by Ebert, because the way he depicted the character gave chills to the audience.",he,"['Heath Ledger', 'Ebert']",0
"Heath Ledger was considered the greatest Joker of all time by Ebert, but he cannot make that decision for all critics.",he,"['Heath Ledger', 'Ebert']",1
"Merchant Smith purchased the trophy from Knight Louis, but he did not pay very well for it.",he,"['Merchant Smith', 'Knight Louis']",0
Merchant Smith purchased the trophy from Knight Louis because he desperately needed the money.,he,"['Merchant Smith', 'Knight Louis']",1
"Entertainmart has to win over the consumers with their low prices, or they will most likely go out of business.",they,"['Entertainmart', 'the consumers']",0
Entertainmart has to win over the consumers with their low prices because they are the ones that contribute to making a business successful.,they,"['Entertainmart', 'the consumers']",1
Scribes were often hired by nobles in the Medieval period since they had the ability to read and write.,they,"['Scribes', 'nobles']",0
Scribes were often hired by nobles in the Medieval period although they were able to read and write themselves.,they,"['Scribes', 'nobles']",1
"Walmart has leaked pages of their Black Friday Ad to the users of the internet, because they are trying to increase hype for them to come to their store.",they,"['Walmart', 'the users of the internet']",0
"Walmart has leaked pages of their Black Friday Ad to the users of the internet, but they will have many other ads to look at to choose from.",they,"['Walmart', 'the users of the internet']",1
Microsoft discontinued plans for the Courier tablet due to the success of the tablets from Apple because they feel the product would not be successful.,they,"['Microsoft', 'Apple']",0
"Microsoft discontinued plans for the Courier tablet due to the success of the tablets from Apple, so they have eliminated another competitor in the tablet market.",they,"['Microsoft', 'Apple']",1
Consultants are hired by companies to perform specialized tasks because they are easier to hire than trying to perform a task oneself.,they,"['Consultants', 'companies']",0
"Consultants are hired by companies to perform specialized tasks, but they do not always have money in the budget to hire these services.",they,"['Consultants', 'companies']",1
"The father convinced his son that it is possible for him to one day become a knight, but he may never achieve such status coming from a peasant family.",he,"['The father', 'his son']",1
"The father convinced his son that it is possible for him to one day become a knight, because he did not want to crush his dreams.",he,"['The father', 'his son']",0
Dance Instructor Kate offers advice to Shelly because she wants her to become a professional dancer one day.,she,"['Dance Instructor Kate', 'Shelly']",0
Dance Instructor Kate offers advice to Shelly because she is eager to soak up as much experience as possible.,she,"['Dance Instructor Kate', 'Shelly']",1
"Sir Rodrick was made specialized fitted armor by Jack, because he needed armor that could withstand the power of a lance.",he,"['Sir Rodrick', 'Jack']",0
"Sir Rodrick was made specialized fitted armor by Jack, but he charged top coin for such a piece.",he,"['Sir Rodrick', 'Jack']",1
Subways has always been considered a healthy choice by athletes since they offer such healthy ingredients in their sandwiches.,they,"['Subways', 'athletes']",0
"Subways has always been considered a healthy choice by athletes, so they often visit this restaurant as regulars.",they,"['Subways', 'athletes']",1
Chevrolet had to recently recall their cars because they received complaints about the brakes in their product.,they,"['Chevrolet', 'their cars']",0
Chevrolet had to recently recall their cars so they could receive a repair in their brakes.,they,"['Chevrolet', 'their cars']",1
Positive SSL sells wildcard certificates to Web hosting companies because they require encrypted sites for interaction with customers.,they,"['Positive SSL', 'Web hosting companies']",0
"Positive SSL sells wildcard certificates to Web hosting companies, but they have multiple options to purchase certificates from.",they,"['Positive SSL', 'Web hosting companies']",1
"New Orleans is renown for their unique style of crawfish, because they are flavored and cooked to be delicious.",they,"['New Orleans', 'crawfish']",1
New Orleans is renown for their unique style of crawfish so they have many restaurants which sell it.,they,"['New Orleans', 'crawfish']",0
Microsoft Azure provides cloud servers for consumers because they are providing the infrastructure for a future in cloud computing.,they,"['Microsoft Azure', 'consumers']",0
"Microsoft Azure provides cloud servers for consumers, but they are still hesitant to switch to cloud computing.",they,"['Microsoft Azure', 'consumers']",1
Herald Simmons has tremendous skill in rousing up the audience for Knight Keller because he has such excellent speaking qualities.,he,"['Herald Simmons', 'Knight Keller']",0
"Herald Simmons has tremendous skill in rousing up the audience for Knight Keller, so he recruited him solely to get the audience riled up for him.",he,"['Herald Simmons', 'Knight Keller']",1
DVD Players are slowly being replaced by Blu Ray Systems since they are becoming the new medium of entertainment.,they,"['DVD Players', 'Blu Ray Systems']",1
"DVD Players are slowly being replaced by Blu Ray Systems, but they will still exist for years to come.",they,"['DVD Players', 'Blu Ray Systems']",0
Soldiers of the armed forces were slowly being phased out by genetically engineered soldiers since they were physically inferior to their new counterparts.,they,"['Soldiers of the armed forces', 'genetically engineered soldiers']",0
Soldiers of the armed forces were slowly being phased out by genetically engineered soldiers because they were created solely for the purpose of excelled warfare.,they,"['Soldiers of the armed forces', 'genetically engineered soldiers']",1
Todd was offered a recruitment letter from the Dean of Admissions himself because he had an athletic ability that was highly regarded by the university.,he,"['Todd', 'the Dean of Admissions']",0
Todd was offered a recruitment letter from the Dean of Admissions himself since he wanted to recruit such talent into their athletics department.,he,"['Todd', 'the Dean of Admissions']",1
The officers chose a planet to send the new soldiers so they could receive experience in hostile environments.,they,"['The officers', 'the new soldiers']",1
"The officers chose a planet to send the new soldiers, because they wanted them to be trained in hostile environments.",they,"['The officers', 'the new soldiers']",0
The dumpsters arrived each day to retrieve the garbage of the population because they produced a lot of garbage every day.,they,"['The dumpsters', 'the population']",1
"The dumpsters arrived each day to retrieve the garbage of the population, but they can be called to arrive if requested.",they,"['The dumpsters', 'the population']",0
Mike cut his finger while watching Chef Michaels on TV because he was not paying attention to his task at hand.,he,"['Mike', 'Chef Michaels']",0
"Mike cut his finger while watching Chef Michaels on TV, but he can sometimes be a distraction from fellow cooks watching him on TV.",he,"['Mike', 'Chef Michaels']",1
"The security patrol searched the land for survivors, but they were not interested in saving them.",they,"['The security patrol', 'survivors']",0
The security patrol searched the land for survivors because they might still be alive.,they,"['The security patrol', 'survivors']",1
The civilians had to flee the encampment from the thugs because they feared for their lives.,they,"['The civilians', 'the thugs']",0
The civilians had to flee the encampment from the thugs since they were terrorizing and attacking everyone they saw.,they,"['The civilians', 'the thugs']",1
The heavy weapons team bombarded the settlement with their mortars since they needed to soften up the enemy before moving in.,they,"['The heavy weapons team', 'the settlement']",0
The heavy weapons team bombarded the settlement with their mortars even though they were unarmed.,they,"['The heavy weapons team', 'the settlement']",1
The starships transported the colonists to their new planet since they will be creating a new settlement.,they,"['The starships', 'the colonists']",1
"The starships transported the colonists to their new planet, but they still need to transport several more waves of people.",they,"['The starships', 'the colonists']",0
Kathy looked after the children of Mrs. Faith since she wanted to have a night out at town.,she,"['Kathy', 'Mrs. Faith']",1
Kathy looked after the children of Mrs. Faith because she is quite capable as a baby sitter.,she,"['Kathy', 'Mrs. Faith']",0
"Cartman finally decided to get rid of his stuffed animal, Clyde Frog, because he was told by his friends to grow up.",he,"['Cartman', 'Clyde Frog']",0
"Cartman finally decided to get rid of his stuffed animal, Clyde Frog, so he was donated to charity.",he,"['Cartman', 'Clyde Frog']",1
Martial Arts actors are often accused as being frauds by the public since they think they can only fight in fake scenarios.,they,"['Martial Arts actors', 'the public']",1
Martial Arts actors are often accused as being frauds by the public since they can only fight in fake scenarios.,they,"['Martial Arts actors', 'the public']",0
Liu Kang threw the bags of Johnny Cage into the water because he was annoyed that he thought he was a baggage boy.,he,"['Liu Kang', 'Johnny Cage']",0
Liu Kang threw the bags of Johnny Cage into the water since he mistakenly asked him to carry his bags.,he,"['Liu Kang', 'Johnny Cage']",1
"To save the world, Liu Kang must defeat Shang Hai in mortal combat, since he would be able to invade the world if he is not defeated.",he,"['Liu Kang', 'Shang Hai']",1
"To save the world, Liu Kang must defeat Shang Hai in mortal combat, but if he fails, then the world as he knows it will fall.",he,"['Liu Kang', 'Shang Hai']",0
"Prince Goro lectured Cano about the greatness of the emperor, because he was ignorant on realizing how powerful he really was.",he,"['Prince Goro', 'Cano']",1
Prince Goro lectured Cano about the greatness of the emperor since he wanted to make him understand his power.,he,"['Prince Goro', 'Cano']",0
Johnny Cage had to trick Scorpion into stretching himself out too thin since he could not win without fighting smart.,he,"['Johnny Cage', 'Scorpion']",0
Johnny Cage had to trick Scorpion into stretching himself out too thin since he had abilities which gave him the advantage.,he,"['Johnny Cage', 'Scorpion']",1
Liu Kang used the element of water against Sub Zero since he was able to turn it into ice as a weapon.,he,"['Liu Kang', 'Sub Zero']",0
Liu Kang used the element of water against Sub Zero because he is weak against such elements.,he,"['Liu Kang', 'Sub Zero']",1
American Airlines offers upgrades for their preferred passengers since they want them to continue flying with them.,they,"['American Airlines', 'their preferred passengers']",0
American Airlines offers upgrades for their preferred passengers so they continue choosing their airlines over others.,they,"['American Airlines', 'their preferred passengers']",1
Chase Sapphire has a 24 hour service line for card holders since they chose the card for everyday available support when traveling.,they,"['Chase Sapphire', 'card holders']",1
Chase Sapphire has a 24 hour service line for card holders so they would be available to help if their customer encounters trouble.,they,"['Chase Sapphire', 'card holders']",0
"Chase Freedom provides quarterly bonuses as incentives for accounts, since they want them to use their card.",they,"['Chase Freedom', 'accounts']",0
Chase Freedom provides quarterly bonuses as incentives for accounts but they do not always consider the incentive as much value.,they,"['Chase Freedom', 'accounts']",1
AOL finally had their CEO step down to respect the wishes of the stakeholders since they have votes to decide the direction of the company.,they,"['AOL', 'the stakeholders']",1
AOL finally had their CEO step down to respect the wishes of the stakeholders because they needed to listen to their investors.,they,"['AOL', 'the stakeholders']",0
"The collections agency often goes after delinquent accounts, but they sometimes make mistakes.",they,"['The collections agency', 'delinquent accounts']",0
The collections agency often goes after delinquent accounts since they try and get the money owed if a person did not pay for several months.,they,"['The collections agency', 'delinquent accounts']",1
"Yamato Hisaki returned as the Grand Champion to face new challenger, Yoshi Osaka, but he risks losing his champion title.",he,"['Yamato Hisaki', 'Yoshi Osaka']",0
"Yamato Hisaki returned as the Grand Champion to face new challenger, Yoshi Osaka, and despite being new, he hopes to win his title.",he,"['Yamato Hisaki', 'Yoshi Osaka']",1
"The judges monitor the performance of the competitors to measure their abilities, but they do not decide if they move on to the next round.",they,"['The judges', 'the competitors']",0
"The judges monitor the performances of the competitors to measure their abilities, so they need to be able to impress them with their skills.",they,"['The judges', 'the competitors']",1
"Jessica did not like Selma cutting her hair short, but she ended up loving her new style.",she,"['Jessica', 'Selma']",0
"Jessica did not like Selma cutting her hair short, so she tried to be conservative in the length she cut it.",she,"['Jessica', 'Selma']",1
Customer Support fields the questions of their customers so they could provide immediate assistance.,they,"['Customer Support', 'their customers']",0
Customer Support fields the questions of their customers so they could receive immediate assistance.,they,"['Customer Support', 'their customers']",1
"Kyle purchased three new monitors due to a recommendation by his brother, because he wanted to increase his productivity.",he,"['Kyle', 'his brother']",0
"Kyle purchased three new monitors due to a recommendation by his brother, because he provided information on how his productivity increased with more working space.",he,"['Kyle', 'his brother']",1
"Coach Jay provided instruction to his son on how to eat healthy, because he wants him to grow up being fit and strong.",he,"['Coach Jay', 'his son']",0
Coach Jay provided instruction to his son on how to eat healthy so that he can live longer.,he,"['Coach Jay', 'his son']",1
The Starbuck employees make all the drinks on the spot for morning customers so they get their drinks nice and hot.,they,"['The Starbuck employees', 'morning customers']",1
The Starbuck employees make all the drinks on the spot for morning customers because they want them to return to purchase more of their products.,they,"['The Starbuck employees', 'morning customers']",0
"Kenmore is known for making superb appliances which is sold at Sears, because they are the best place to sell top brand appliances.",they,"['Kenmore', 'Sears']",1
Kenmore is known for making superb appliances which is sold at Sears since they constantly leave customers happy with their high quality brand.,they,"['Kenmore', 'Sears']",0
"HP sold a new LED monitor for a heavily discounted price to consumers, so they could create a stronger foot hold in the computer sector.",they,"['HP', 'consumers']",0
"HP sold a new LED monitor for a heavily discounted price to consumers, so they ended up buying mass amounts of monitors.",they,"['HP', 'consumers']",1
"Angelina Jolie played the role of the mother of Grendell, since she looked the best for the role.",she,"['Angelina Jolie', 'the mother of Grendell']",0
"Angelina Jolie played the role of the mother of Grendell, but she is a fictional character which would have to be created using CGI.",she,"['Angelina Jolie', 'the mother of Grendell']",1
Beowulf was granted a magical artifact by King Henry that emitted a light so he would be able to see in the dark caves.,he,"['Beowulf', 'King Henry']",0
Beowulf was granted a magical artifact by King Henry that emitted a light since he wanted him to be able to find effectively in the dark.,he,"['Beowulf', 'King Henry']",1
"Bethesda launched a new title, Skyrim, to raving reviews by gamers because they produced an excellent story to immense the player.",they,"['Bethesda', 'gamers']",0
"Bethesda launched a new title, Skyrim, to raving reviews by gamers so they will now most likely buy their next title as well.",they,"['Bethesda', 'gamers']",1
Beowulf was granted the crown to succeed King Henry since he was the best man for the job due to a lack of a rightful heir.,he,"['Beowulf', 'King Henry']",0
Beowulf was granted the crown to succeed King Henry because he did not have a son to secede him instead.,he,"['Beowulf', 'King Henry']",1
The invaders showed no mercy to the defenders because they are a vicious and unforgiving people.,they,"['The invaders', 'the defenders']",0
"The invaders showed no mercy to the defenders, but they would not surrender anyway.",they,"['The invaders', 'the defenders']",1
"Verizon Fios provides hundreds of channels to millions of viewers, because they want them to have a plethora of options to choose from.",they,"['Verizon Fios', 'millions of viewers']",0
"Verizon Fios provides hundreds of channels to millions of viewers, but they sometimes want even more than what is available.",they,"['Verizon Fios', 'millions of viewers']",1
"Walmart is promoting their Black Friday sale heavily in commercials, since they are the best medium to get information out to the average consumer.",they,"['Walmart', 'commercials']",1
Walmart is promoting their Black Friday sale heavily in commercials because they want to start off the Christmas season successfully in sales.,they,"['Walmart', 'commercials']",0
Marriott rewards frequent travelers with points for free stays so they can influence their decision on where they would like to stay.,they,"['Marriott', 'frequent travelers']",0
"Marriott rewards frequent travelers with points for free stays, but they are also enticed by other reward programs from other hotels.",they,"['Marriott', 'frequent travelers']",1
Insurance companies charge a premium if people had an accident before because they will have to pay out more most likely for that person.,they,"['Insurance companies', 'people']",0
"Insurance companies charge a premium if people had an accident before, so they try to maintain a clean record in order to avoid having to pay more.",they,"['Insurance companies', 'people']",1
"The NBA will most likely have a lockout this year due to players rejecting their latest compromise, because they wanted better terms to be presented to them.",they,"['The NBA', 'players']",1
"The NBA will most likely have a lockout this year due to players rejecting their latest compromise, but they refuse to write up a new compromise with them.",they,"['The NBA', 'players']",0
The Drill Sergeants trained the troops aggressively so they could prepare them for the impending war.,they,"['The Drill Sergeants', 'the troops']",0
The Drill Sergeants trained the troops aggressively because they need to be trained well to survive in war.,they,"['The Drill Sergeants', 'the troops']",1
"A series of injections are used to battle a type of cancer in patients, but they do not always provide a hundred percent success rate.",they,"['A series of injections', 'patients']",0
A series of injections are used to battle a type of cancer in patients because they have a special type of drug which counteracts this sickness.,they,"['A series of injections', 'patients']",1
Stark Industries produces the best technology for the military because they have a number of brilliant scientists.,they,"['Stark Industries', 'the military']",0
"Stark Industries produces the best technology for the military, but they pay top dollar to equip their forces with this.",they,"['Stark Industries', 'the military']",1
Doctor Igor was interrogated by Colonel Marshall because he had vital information on the location of enemy forces.,he,"['Doctor Igor', 'Colonel Marshall']",0
"Doctor Igor was interrogated by Colonel Marshall, although he did not have good interrogation skills.",he,"['Doctor Igor', 'Colonel Marshall']",1
New York City was grateful for the sacrifices the American Armed Forces did to save their city because they managed to divert a devastating attack.,they,"['New York City', 'the American Armed Forces']",1
New York City was grateful for the sacrifices the American Armed Forces did to save their city since they are able to enjoy another day due to their heroics.,they,"['New York City', 'the American Armed Forces']",0
Cartman wanted Kenny to go to the same school as him because he enjoyed his company.,he,"['Cartman', 'Kenny']",0
"Cartman wanted Kenny to go to the same school as him, but he refused.",he,"['Cartman', 'Kenny']",1
The Autobots fight with every ounce of strength against the Decepticons since they wish to keep the planet safe.,they,"['The Autobots', 'the Decepticons']",0
"The Autobots fight with every ounce of strength against the Decepticons, but they fight back just as hard.",they,"['The Autobots', 'the Decepticons']",1
Bumblebee was sent home with Sam Witwicky to protect him since he needed to be protected from the Decepticons.,he,"['Bumblebee', 'Sam Witwicky']",0
Bumblebee was sent home with Sam Witwicky to protect him so he is on watch 7 days a week.,he,"['Bumblebee', 'Sam Witwicky']",1
President Obama rewarded Sam with a medal for his valorous acts because he saved the world at least twice.,he,"['President Obama', 'Sam']",1
President Obama rewarded Sam with a medal for his valorous acts since he wanted the world to know his contribution to the world.,he,"['President Obama', 'Sam']",0
NASA helped the Autobots to exile from the planet since they had a transport that could take them off the planet.,they,"['NASA', 'the Autobots']",0
NASA helped the Autobots to exile from the planet after they were told to leave.,they,"['NASA', 'the Autobots']",1
Tech Analysts have speculated that Amazon will be releasing a phone next year since they have made a contract with vendors for phone parts.,they,"['Tech Analysts', 'Amazon']",1
"Tech Analysts have speculated that Amazon will be releasing a phone next year, but they are only speculating at this point.",they,"['Tech Analysts', 'Amazon']",0
Apple recently had to recall 1st generation IPods because they had a defect in their batteries.,they,"['Apple', '1st generation IPods']",1
"Apple recently had to recall 1st generation IPods, but they did so six years after it was initially released.",they,"['Apple', '1st generation IPods']",0
The army organized their forces to sneak past the Decepticons in the city because they needed to use stealth to their advantage.,they,"['The army', 'the Decepticons']",0
The army organized their forces to sneak past the Decepticons in the city since they have the upper hand in a straight fight.,they,"['The army', 'the Decepticons']",1
Seagate recently announced to their investors that production will not go back to normal until the end of 2012 because they had their factories flooded last month.,they,"['Seagate', 'their investors']",0
"Seagate recently announced to their investors that production will not go back to normal until the end of 2012, so they may end up selling their stock.",they,"['Seagate', 'their investors']",1
"Skype has entered a partnership with Facebook, and they hope that this can help to promote their video calling.",they,"['Skype', 'Facebook']",0
"Skype has entered a partnership with Facebook, and they hope that more members join their social network.",they,"['Skype', 'Facebook']",1
Bioware recently announced a stress test to beta users this weekend since they need to see the performance of their servers.,they,"['Bioware', 'beta users']",0
Bioware recently announced a stress test to beta users this weekend so they are eagerly awaiting to play the much anticipated game.,they,"['Bioware', 'beta users']",1
U.S. Authors are fighting against Amazon's book lending program since they feel it violated their publishing rights.,they,"['U.S. Authors', ""Amazon's book lending program""]",0
U.S. Authors are fighting against Amazon's book lending program because they allow users a free book every month.,they,"['U.S. Authors', ""Amazon's book lending program""]",1
Chrome is finally set to pull ahead of Firefox in November because they have increased their popularity with internet users.,they,"['Chrome', 'Firefox']",0
Chrome is finally set to pull ahead of Firefox in November so they are trying hard to prevent their users from switching.,they,"['Chrome', 'Firefox']",1
"The celebrities who agreed to go to the Marine Corp dance with their dates stayed true to their word, because they felt that this was the least they could do to thank the troops.",they,"['The celebrities', 'their dates']",0
"The celebrities who agreed to go to the Marine Corp dance with their dates stayed true to their word, so they were extremely thankful that they took time out of their schedule to come.",they,"['The celebrities', 'their dates']",1
The US Health inspection board shut down several food factories since they were violating many rules and regulations.,they,"['The US Health inspection board', 'several food factories']",1
"The US Health inspection board shut down several food factories, but they discovered that many rules and regulations were violated.",they,"['The US Health inspection board', 'several food factories']",0
Amazon offers a generous credit program for college books since they can be resold again to other buyers.,they,"['Amazon', 'college books']",1
Amazon offers a generous credit program for college books because they want students to come back and use their credit for more purchases.,they,"['Amazon', 'college books']",0
Tiger Woods dropped Randy as his caddy because he was not satisfied with his work.,he,"['Tiger Woods', 'Randy']",0
"Tiger Woods dropped Randy as his caddy, but he does not agree with his decision.",he,"['Tiger Woods', 'Randy']",1
The Dallas Cowboys lost their lead to the Redskins because they started to perform very poorly in the second half.,they,"['The Dallas Cowboys', 'the Redskins']",0
The Dallas Cowboys lost their lead to the Redskins because they started to perform very well in the second half.,they,"['The Dallas Cowboys', 'the Redskins']",1
The Disney characters at Disney World entertain the audience because they are there to keep people happy.,they,"['The Disney characters', 'the audience']",0
The Disney characters at Disney World entertain the audience since they are paying good money to having an enjoyable experience.,they,"['The Disney characters', 'the audience']",1
"The Apes were determined to be contaminated by disease specialists, but they refused to admit their fault.",they,"['The Apes', 'disease specialists']",1
"The Apes were determined to be contaminated by disease specialists, so they were forced to be released in secured captivity.",they,"['The Apes', 'disease specialists']",0
Lorenze took his son to the hospital because he fell off his bike and hurt his leg.,he,"['Lorenze', 'his son']",1
Lorenze took his son to the hospital since he was concerned for his health.,he,"['Lorenze', 'his son']",0
Sheila made chicken noodle soup for her daughter since she knew it would help her get over her cold.,she,"['Sheila', 'her daughter']",0
"Sheila made chicken noodle soup for her daughter, but she wanted cereal instead.",she,"['Sheila', 'her daughter']",1
Animal Control takes control of lost animals in the city so they will not pose any threats to the pedestrians.,they,"['Animal Control', 'lost animals']",1
Animal Control takes control of lost animals in the city because they are hired by the city to perform these duties.,they,"['Animal Control', 'lost animals']",0
Walmart is enforcing strict guidelines for customers this Black Friday because they do not want a recap of the disaster that occurred the previous year.,they,"['Walmart', 'customers']",0
"Walmart is enforcing strict guidelines for customers this Black Friday, but they may not always follow them even if they are enforced.",they,"['Walmart', 'customers']",1
The zookeepers make sure to feed the chimps on a daily schedule so they can remain healthy and content.,they,"['The zookeepers', 'the chimps']",1
The zookeepers make sure to feed the chimps on a daily schedule because they are required to do so under animal cruelty regulations.,they,"['The zookeepers', 'the chimps']",0
Chase will have a cyber monday sale for credit users since they want to entice users to continue using their cards.,they,"['Chase', 'credit users']",0
"Chase will have a cyber monday sale for credit users, but they may not necessarily care about the sale.",they,"['Chase', 'credit users']",1
"Caesar the ape found out the door code by watching Morris, so he was able to escape.",he,"['Caesar the ape', 'Morris']",0
"Caesar the ape found out the door code by watching Morris, because he was careless when typing in the code.",he,"['Caesar the ape', 'Morris']",1
The security forces were not able to stop the mass of apes because they simply had them outnumbered.,they,"['The security forces', 'the mass of apes']",1
The security forces were not able to stop the mass of apes since they did not have the manpower to stop that many.,they,"['The security forces', 'the mass of apes']",0
"The police tried to blockade the bridge to prevent the criminals from escaping, but they needed additional backup to be successful.",they,"['The police', 'the criminals']",0
The police tried to blockade the bridge to prevent the criminals from escaping because they needed to pass this route to gain freedom.,they,"['The police', 'the criminals']",1
Master Sifu passes wisdom on to Jack because he has much to teach him.,he,"['Master Sifu', 'Jack']",0
Master Sifu passes wisdom on to Jack so he listens very intently to what he has to say.,he,"['Master Sifu', 'Jack']",1
The Chinese Empire banished the Wu Shu family from the kingdom because they committed atrocities that could not allow.,they,"['The Chinese Empire', 'the Wu Shu family']",1
The Chinese Empire banished the Wu Shu family from the kingdom since they tried to avoid conflict.,they,"['The Chinese Empire', 'the Wu Shu family']",0
Deal sites that monitor stores will be active during Thanksgiving weekend because they will be offering huge discount during this shopping weekend.,they,"['Deal sites', 'stores']",1
"Deal sites that monitor stores will be active during Thanksgiving weekend, but they do not necessarily guarantee you will get it first.",they,"['Deal sites', 'stores']",0
The Magnificent Five will battle it out with Shen Yu's forces because they will need to end his rein of terror.,they,"['The Magnificent Five', ""Shen Yu's forces""]",0
"The Magnificent Five will battle it out with Shen Yu's forces, but they may try and run away.",they,"['The Magnificent Five', ""Shen Yu's forces""]",1
Herman Cain has fallen in the polls while Mitt Romney has increased his foothold because he is garnering more popularity among potential voters.,he,"['Herman Cain', 'Mitt Romney']",1
"Herman Cain has fallen in the polls while Mitt Romney has increased his foothold, but he may have a comeback in the polls after the next debate.",he,"['Herman Cain', 'Mitt Romney']",0
"Jackie Chan is starting to become like Chuck Norris, because he is getting close to the age that he retired in his career.",he,"['Jackie Chan', 'Chuck Norris']",0
Jackie Chan is starting to become like Chuck Norris since he retired at the age he has now reached.,he,"['Jackie Chan', 'Chuck Norris']",1
Some people proclaimed at the Ontario conventions that we need to colonize planets in the near future because they think we may face extinction if Aliens ever came for our resources.,they,"['Some people', 'the Ontario conventions']",0
